,county,inspector,siteName,Permittee,reportNumber,permit,date,sitecondition,sitestatus,EvidenceCollected,Compliance,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Q_8,Q_9,Q_10,Q_11,Q_12,Q_13,Q_14,Q_15,Q_16,Q_17,Q_18,Q_19,Q_20,Q_21,Q_22,Q_23,Q_24,Q_25,Q_26,Q_27,Q_28,Q_29,Q_30,comments
1170,Allegany,MURPHY,Midlothian Barnes Mine,"Clise Coal Co., Inc.",449-140729-FIR,SM-05-449,7/29/14,no answer given,C,VO,no answer given,Yes,Yes,N/A,N/A,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,9/20/14,N/A,Yes,N/A,Yes,N/A,N/A,"Inspection today with Mark Carney present to review 11 acres of phase 2 release as per Planting Report # 2.  There is a weak spot upgrade of the diversion apron which needs lime, sludge pellets and seed and mulch.  There is also a similar spot downgrade of the diversion where the haybales are stored.  We should look at this when we meet for Permit # 399.     "
42,Allegany,MURPHY,Barnes Mine,"Fairview Coal Company, Inc.",399-140729-FIR,SM-85-399,7/29/14,no answer given,C,VO,Yes,Yes,Yes,Yes,Yes,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,9/20/14,N/A,Yes,N/A,Yes,N/A,N/A,"Mark Carney present today to review 5 acres of phase 3 bond as per planting report # 8. There is a short gully up grade of pond # 2 which needs repair [most likely with hay staked or weighted with stone].  If completed in the first week of August, this parcel can still be processed now.  Call me to schedule on site visit  the week of Aug 4-7th.     "
637,Garrett,MURRAY,Pee Wee Hill Mine,"G & S Coal Company, Inc",435-140729-fir,SM-00-435,7/29/14,C,A,VO,no answer given,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,N/A,when,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,12/10/14,"On site review of the permit area this date, discussed permit area with Troy and Ted Schwinabart. Reviewed the backfilling area on Increment II and according to Troy there is a dozer designated to backfill on that area everyday. Reviewed Pond 003 area: As per the last inspection, 1) Emergency Spillway is not constructed correct, put 10 feet grass apron on exit of spillway and place durable rock on the spillway as per the approved permit. The 10 feet area for the grass apron has begun, not seeded and mulched, this is scheduled when seeding and mulching occurs on the other disturbance.  Rip rap has been placed in the emergency spillway and is scheduled to be completed.   2) Fix linear crack approximately about half way out the breast of pond.  According to Ted the weather has not cooperated and is scheduled to be completed, it has rained the last 4 out of 5 days.  3) Install 90 degree elbow on discharge pipe.  Elbow is ordered and expected to be in on Thursday of this week.  4) Place 10 feet of rip rap out pond bottom of each entrance channels. Entrance channel for Ditch 3 is completed.  5) Regrade Ditch 3 with a minimum of 18 inch free board as per the approved permit, one portion of the ditch has almost silted in with sediment washed from the rough backfill.  This ditch has been regraded and the 18 inch freeboard is there, but gullies from the backfill are starting to silt in the ditch.  Recommend for the operator to regrade the backfill area and place diversion ditches to prevent this from reoccurring.  Ditch again needs to be regraded and there is a pool of water in the ditch line and it is also silting in, the ditch needs positive drainage to prevent this from happening.  It could be a continuing problem if you don't have positive drainage. Seed and mulch when completed.  6) Ditch on south end of pond, near Increment IV, needs regraded, seeded and mulched.  This hasn't been done, possible it wasn't gotten due to the rains.   As the work is completed grade, seed and mulch any disturbance and also below the pond where the equipment has been trammed.         Reviewed Pond 004 area: As per the last inspection, at the area water is leaving the pit the operator is to remove the material from that area and construct a sump with a rip rap discharge.  This has been completed and looks good.  The silt fence below the disturbance is doing its job by collecting the sediment and coal fines.  The silt fence in areas has sediment and coal fines built up about half way, clean sediment and coal fines from the silt fence and keep the silt fence tight and other maintenance if needed. According to Ted he had explained to the equipment operator and thought it was completed.  It is apparent it wasn't completed, schedule to complete as weather allows.  Also discussed with Ted to repair gullies on the Planting Report 9, on Increment I on the Bakerstown and Harlem Coal Seam areas and the area On Increment II that was just planted last year, that is also on the Bakerstown Coal Seam area.  This needs to be completed by August 18, 2014.    "
1098,Garrett,SCHARTIGER,Paugh Tract/ Potomac Camp,Laoc Corp.,450-140729-FIR,SM-06-450,7/29/14,C,C,VO,no answer given,Yes,Yes,N/A,N/A,N/A,N/A,Yes,Yes,No,No,No,N/A,No,No,No,No,No,N/A,N/A,N/A,N/A,N/A,N/A,Yes,Yes,Yes,Yes,Yes,Yes,N/A,"On Site review today for the purpose of inspections and enforcement for the Maryland Bureau of Mines.  Pond #1 (outfall # 001) has been reclaimed as per the Coal Mine Permit; Outfall 001 has been eliminated from the NPDES Permit as of this date. Therefore, monitoring of this outfall is no longer required.  Pond #2 (Outfall 002) and Trap #3 (Outfall 003) were approved as per the Coal Mine Permit to remain, at the landowners request. Therefore, as of this date, Outfalls 002 and 003 have been eliminated from the NPDES Permit and monitoring of these two outfalls will no longer be required.  Pond #5 (Outfall 005) will remain on the NPDES Permit and will continue to be monitored as per the Coal Mine Permit and the NPDES Permit.  Any questions regarding this inspection, please call this inspector at (301) 697-0344      "
294,Garrett,MURPHY,Weir-Jones Mine,Pine Mountain Coal Company,424-140729-FIR,SM-95-424,7/29/14,C,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,No,No,No,No,Yes,No,No,No,3/22/15,Yes,Yes,Yes,Yes,Yes,10/1/14,Yes,Yes,Yes,Yes,Yes,Yes,Mark Carney present today to review 2 acres of phase 2 release as per Planting Report # 9. The reveg. appears to meet the Permit requirements for phase 2 bond release. No discharge today.   Mining and backfilling in progress. DMR's are current and appear in good order.     
1347,Garrett,MURRAY,Wolfden Mine,Vindex Energy Corp.,459-140729-fir,SM-11-459,7/29/14,C,A,A,no answer given,Yes,Yes,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7/31/14,N/A,N/A,N/A,N/A,N/A,N/A,"On site review of the permit area this date with Rich Riggins the General Superintendent for the Operator. Little water in pit area. Reviewed Freeport area the operator is mining this date.  Overburden from the Freeport Coal Seam area is being placed in the pit where the spoil seep has been present (see the attached map).  Approximately a month ago the operator graded the area above this pit and place diversion ditches on the spoil and diverted the flow of water from this pit area.  Now the area's drainage is flowing to Perimeter Ditch 2 and not in the pit area.  This has slowed down the flow of the seep considerable.  This seep in the spoil this date is flowing little to none.  Material from the Freeport area is being placed in this pit, at this time in 2 foot lifts and a cover of ganulated limestone placed on top of the material. The backfilling of this pit is continuing with that.  It is a clay like material and appears to be compacting well, which there are no requirements for compaction. The pit area of the Freeport is being pumped, in pit water storage, with a pH of 7 this date. The operator is hauling 30 truck loads, a day, of the granulated limestone to the site.   "
1143,Allegany,MURPHY,Federal Hill Mine,"Beechwod Coal, LLC",451-140728-FIR,SM-06-451,7/28/14,no answer given,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,No,No,No,No,No,Yes,No,No,No,12/31/14,Yes,Yes,Yes,Yes,Yes,11/23/14,Yes,Yes,Yes,Yes,Yes,Yes,No discharge today.  Mining and backfilling in progress.  Preparations are being made to remove pond #1 and associated ditches.     
85,Allegany,SCHARTIGER,Koontz Mine,"Beechwod Coal, LLC",FIR,SM-08-403,7/28/14,C,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,Yes,No,No,No,N/A,N/A,N/A,Yes,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"On site review today with Mark Carney for the purposes of inspections and enforcement for the Maryland Bureau of Mines.  Today's inspection is to check re-vegetation on Planting Report #1 and #4. Planting Report #1 is for Phase 3 Bond Release on 4 acres. Planting Report is for Phase 2 Bond Release on 9 acres. Both of the areas appear to have good vegetative cover and this inspector feels that both areas are ready for LRC Committee inspection.  Any questions or concerns regarding this inspection, please call this inspector at (301) 697-0344.    "
119,Allegany,SCHARTIGER,Koontz Mine,"Clise Coal Co., Inc.",404-140728-FIR,SM-86-404,7/28/14,C,C,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,present?,present?,present?,present?,Hazardous?,YES,No,No,No,N/A,Yes,N/A,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"On site review of the permit area with Mark Carney for the purpose of inspections and enforcement for the Maryland Bureau of Mines.  Today's inspection is for re-vegetation reviews on Planting Reports #4, #5 and #6. Report #4 is for Phase 3 Bond Release on 13 acres. Planting Reports #5 and #6 are for Phase 2 Bond Release on 4 acres for Report #5 and 5 acres for Report #6. All three areas appear to have good vegetative cover and this inspector feels that the areas are ready for LRC Committee review.  Any questions regarding this inspection, please contact this inspector @ (301) 697-0344.    "
735,Garrett,SCHARTIGER,Wildman Mine,"G & S Coal Company, Inc",441-140728-FIR,SM-02-441,7/28/14,C,C,VO,no answer given,Yes,Yes,N/A,N/A,N/A,N/A,Yes,reclaimed,N/A,N/A,N/A,Yes,N/A,N/A,No,No,No,N/A,N/A,N/A,Yes,N/A,Yes,Yes,N/A,Yes,N/A,Yes,Yes,N/A,"On site review today with Mark Carney for the purpose of inspections and enforcement for the Maryland Bureau of Mines. Today's inspection is to check re-vegetation on Planting Reports #1, #2 and #3. Planting Report #1 is for Phase 3 Bond Release, 12 acres. Planting Report #2 is for Phase 2 Bond Release, 7 acres and Planting Report #3 is for Phase 2 Bond Release, 1 acre. All of the areas appear to have good vegetative cover. This inspector feels that ball three areas are ready for the LRC Committee review.  Reclamation work has been performed on the old haul road on the Wildman Tract. Additional work is scheduled as weather permits.  Rill repair, sink hole reclamation and road removal will need to be completed as weather permits.  Any questions regarding this inspection, please contact this inspector at (301)697-0344.   "
540,Allegany,SCHARTIGER,Hampshire Hill Mines,Tri Star Mining Inc.,436-140728-FIR,SM-03-436,7/28/14,C,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,present?,present?,present?,present?,Hazardous?,Satisfactory?,No,No,No,Yes,Yes,Yes,Yes,Yes,No,11/1/14,Yes,Yes,Yes,Yes,Yes,11/1/14," On site review with Ray Tighe and Mark Carney for the purpose of inspections and enforcement for the Maryland Bureau of Mines.  Today's inspection is to check the re-vegetation on Planting Reports #2, #4 and #5.  Planting Report #2, 3 acres, is up for both Phase 2 and Phase 3 Bond Release. The tree growth is very good on the 3 acres but the other vegetative cover has many bare areas, the LRC Committee will not be looking at this Planting Report area.  Planting Reports #4, 13 acres and #5, 15 acres have good vegetative cover with tree growth apparent but sparse in some areas. Planting Report #4 and #5 will be looked at by the LRC Committee.  Any questions regarding this inspection, please call this inspector at (301) 697-0344    "
1186,Allegany,SCHARTIGER,Walker Mine,"Walker Bros. Mining, Inc.",453-140728-FIR,SM-07-453,7/28/14,C,A,VO,no answer given,Yes,Yes,Yes,Yes,Yes,N/A,Yes,No,present?,present?,present?,present?,Hazardous?,Satisfactory?,No,No,No,permit,N/A,N/A,Yes,Yes,be,Yes,Yes,Yes,Yes,Yes,Yes,N/A,"On site review today with Mark Carney for the purpose of inspections and enforcement for the Maryland Bureau of Mines  Today's inspection is to check re-vegetation on Planting Report #1. Planting Report #1 is for Phase 2 Bond Release on 8 acres. The lower area just east of the coal pad has good vegetative cover with no issues noted. However, the area just west of the coal pad has many areas that have inadequate vegetative cover. Planting Report #1 will not be reviewed by the LRC Committee in August, 2014.  Additional lime, fertilizer and seeding will be needed at the area west of the coal pad.   Any questions regarding this inspection, please call Ron Schartiger at (301) 697-0344     "
1813,Allegany,MURPHY,Mine No. 5 Tipple,"Beechwod Coal, LLC",104-140725-FIR,SC-08-104,7/25/14,C,A,VO,N/A,Yes,Yes,N/A,Yes,N/A,N/A,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,N/A,N/A,N/A,N/A,N/A,Yes,11/23/14,Yes,Yes,Yes,Yes,Yes,N/A,"Discharge from outfall # 003 today has a pH of 7.5, 1060 Us at 63 F .  No discharge from outfall # 002.  The haul road is being watered for dust control.     "
643,Garrett,MURRAY,Pee Wee Hill Mine,"G & S Coal Company, Inc",435-140725-fir,SM-00-435,7/25/14,C,A,VO,no answer given,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Yes,N/A,N/A,Yes,N/A,N/A,N/A,N/A,N/A,12/10/14,"On site review of the permit area with Mark Carney for the Bureau of Mines to review Planting Reports 7, 8 and 9 for eligibility for LRC review in August. Planting Report 7 and 8 appears eligible for LRC review in August.  Planting Report 9 has rills and need to be scheduled for repairs as per the previous Field Reports has indicated.  Schedule by August 18 to have rills repaired and seeded and mulched. Planting Report 7 is eligible for Phase III review for Bond Release pending LRC's August approval.  As per the last inspection: Reviewed the As-Built for Pond 003, as per Jeff  Snyder and Mark Hajas review on 7-17-2014, is going to contact the consultant to have the As-Built completed as per COMAR.  Site conditions are as noted: 1) Emergency Spillway is not constructed correct, put 10 feet grass apron on exit of spillway and place durable rock on the spillway as per the approved permit.  2) Fix linear crack approximately about half way out the breast of pond.  3) Install 90 degree elbow on discharge pipe.  4) Place 10 feet of rip rap out pond bottom of each entrance channels.  5) Regrade Ditch 3 with a minimum of 18 inch free board as per the approved permit, one portion of the ditch has almost silted in with sediment washed from the rough backfill.  Seed and mulch when completed. 6) Ditch on south end of pond, near Increment IV, needs regraded, seeded and mulched.  As the work is completed grade, seed and mulch any disturbance and also below the pond where the equipment has been trammed.  Most of this was discussed with the Operator Ted Schwinabart on the phone the same day of the inspection.  This work needs to be scheduled and done ASAP. Due to limited time this date this inspector did not review and will return next week to review.          As per the last inspection on 7-17-2014: Reviewed Pond 004 area, as per the last Field Inspection Report on 6-17-2014 --- Reviewed Pond 004 area, this area has had a few cuts of coal removed, Increment IV area.  According to the permit the Operator is to remove the coal to construct the pond.  Silt fence has been constructed below the area of disturbance.   At the area water is leaving the pit the operator is to remove the material from that area and construct a sump with a rip rap discharge.  The silt fence below the disturbance is doing its job by collecting the sediment and coal fines.  The silt fence in areas has sediment and coal fines built up about half way, clean sediment and coal fines from the silt fence and keep the silt fence tight and other maintenance if needed.  This needs to be scheduled and conducted within a few days.  Due to the limited time this date this inspector did not review and will return to the site next week to review. The areas visited this date, it was not evident any backfilling has recently been conducted. The operator is to backfill 40 hours a week as previously discussed. If there are any questions feel free to contact this inspector.    "
